time_h,nh3_feed_kg_h,temperature_c,pressure_bar,nh3_outlet_ppmv,fired_kw,h2_product_kg_h
872.0,9.9674,599.607,5.014,2834.854,12.3513,1.68417
874.0,10.0365,600.179,5.012,2671.801,11.9986,1.69152
876.0,9.9644,601.832,5.028,2670.993,11.7064,1.69572
878.0,10.0024,599.491,4.878,2740.797,11.7304,1.67338
880.0,9.9647,597.301,5.04,2796.977,11.5,1.64259
882.0,9.9941,597.547,5.077,2727.399,12.0079,1.66317
884.0,10.0293,604.574,5.012,2742.003,11.8229,1.6657
886.0,9.973,598.453,5.066,2734.646,11.6416,1.67147
888.0,10.0291,598.257,5.029,2684.201,11.6246,1.67018
890.0,10.0002,600.636,5.01,2824.796,12.0559,1.68016
892.0,9.991,601.218,4.952,2722.562,12.0318,1.68397
894.0,9.9736,598.766,4.98,2721.217,12.0696,1.64554
896.0,10.0273,602.561,4.978,2813.693,11.9014,1.68375
898.0,10.1029,600.399,4.977,2463.091,11.9231,1.69875
900.0,10.1239,604.363,4.929,2687.508,11.6893,1.69816
902.0,10.0104,602.355,4.979,2748.453,12.2254,1.6747
904.0,10.0315,599.498,4.871,2680.225,11.8637,1.64861
906.0,10.0457,600.197,5.031,2737.922,11.8995,1.67408
908.0,10.1011,596.175,5.045,2693.966,12.3731,1.64941
910.0,10.0302,599.848,4.96,2899.823,12.0114,1.66444
912.0,9.9635,596.844,5.018,2880.27,11.5748,1.65835
914.0,9.9263,600.293,5.07,2715.356,12.0361,1.67933
916.0,10.0427,601.361,4.999,2731.424,11.9236,1.6983
918.0,10.0053,600.656,5.02,2819.774,11.9836,1.68025
920.0,9.9669,600.71,4.971,2655.849,11.645,1.6789
922.0,10.0872,601.136,5.048,2738.477,12.4825,1.66188
924.0,9.9589,601.942,5.003,2753.044,12.3151,1.67263
926.0,9.9901,600.906,4.981,2716.363,11.7975,1.6855
928.0,9.9524,601.614,5.009,2673.205,12.3431,1.67072
930.0,10.0141,601.178,5.063,2647.681,12.2482,1.67614
932.0,10.027,601.475,4.965,2715.242,12.023,1.68176
934.0,9.9869,601.272,4.955,2693.738,11.7746,1.68274
936.0,10.0087,596.716,5.034,2790.063,12.0691,1.70473
938.0,9.9791,599.178,5.103,2837.958,12.1534,1.6857
940.0,10.0069,597.474,5.016,2621.733,11.9259,1.66603
942.0,9.9399,596.87,5.058,2806.219,11.3348,1.66701
944.0,10.0116,602.909,5.046,2675.77,11.8931,1.68584
946.0,10.0125,596.993,5.006,2658.091,11.8899,1.68382
948.0,9.9665,602.239,5.062,2902.906,11.9163,1.68706
950.0,9.9913,598.025,5.074,2661.282,12.0054,1.67308
952.0,9.9425,597.004,4.927,2773.636,12.2248,1.69922
954.0,9.9684,600.058,4.954,2721.449,11.9538,1.66579
956.0,9.9909,601.733,5.055,2706.086,12.0637,1.68325
958.0,9.9821,600.213,4.991,2625.391,12.0045,1.67169
960.0,10.0743,600.338,4.917,2674.578,12.0305,1.68387
962.0,9.9737,599.147,5.03,2831.079,11.9964,1.67844
964.0,10.0335,603.655,4.95,2791.948,12.1157,1.69064
966.0,9.9615,601.067,4.983,2712.652,12.1025,1.68885
968.0,9.9871,597.022,5.057,2709.153,11.9893,1.66594
970.0,10.0709,599.412,5.02,2683.174,11.9343,1.68509
972.0,9.9909,599.367,5.028,2781.666,11.5628,1.66771
974.0,9.9134,600.182,5.008,2786.036,12.1034,1.65783
976.0,10.0808,601.574,5.023,2815.403,12.5545,1.64756
978.0,9.9805,601.546,5.006,2813.396,12.0277,1.6886
980.0,9.9637,602.202,4.892,2629.538,12.1897,1.66376
982.0,10.0106,598.729,4.95,2686.666,12.3351,1.70664
984.0,9.9065,599.501,4.983,2625.054,11.8957,1.68185
986.0,10.0182,602.568,4.964,2683.997,11.8708,1.68297
988.0,10.0738,604.298,5.075,2739.501,12.2292,1.66487
990.0,9.9116,601.051,5.071,2754.71,11.7667,1.67751
992.0,9.9351,599.717,5.07,2720.662,12.0444,1.70577
994.0,10.0025,598.179,4.988,2764.22,11.8824,1.66441
996.0,9.8559,599.088,4.999,2735.837,11.8124,1.67246
998.0,10.0407,600.295,5.049,2763.557,11.6003,1.69804
1000.0,9.9642,599.461,4.98,2713.003,12.2017,1.69371
1002.0,10.008,604.129,5.079,2726.094,11.996,1.64887
1004.0,10.0062,596.703,5.045,2756.683,12.0154,1.68385
1006.0,9.9621,602.866,5.09,2680.436,11.9368,1.65157
1008.0,9.9927,599.432,5.005,2790.301,11.8785,1.69822
1010.0,10.1377,599.957,5.01,2718.932,11.7201,1.70627
1012.0,9.958,598.247,5.016,2683.338,11.7249,1.6411
1014.0,9.9947,598.483,5.067,2634.822,11.9393,1.69092
1016.0,10.0007,605.253,5.055,2650.385,11.5947,1.68012
1018.0,10.041,601.303,5.01,2758.823,12.0422,1.66999
1020.0,10.1094,602.042,4.959,2879.988,11.7642,1.70097
1022.0,9.9824,602.109,4.974,2616.768,11.9172,1.68776
1024.0,10.1093,599.374,5.05,2679.47,11.7785,1.69543
1026.0,10.0174,600.969,5.075,2691.331,11.8875,1.70038
1028.0,10.0629,596.784,5.004,2672.889,11.9801,1.68184
1030.0,10.0609,597.463,4.964,2732.5,11.767,1.70478
1032.0,10.0554,599.287,4.901,2634.657,11.7508,1.68029
1034.0,9.9887,598.843,4.997,2695.992,12.1791,1.66471
1036.0,10.0507,601.086,5.003,2639.635,12.1222,1.68555
1038.0,10.0793,602.685,4.968,2757.196,12.3381,1.69584
1040.0,10.0098,601.633,4.987,2868.266,11.9706,1.66935
1042.0,9.9477,598.966,5.005,2629.274,11.7175,1.67318
1044.0,10.0437,601.429,4.991,2681.181,11.7977,1.67079
1046.0,10.024,596.302,4.961,2754.9,12.4123,1.70138
1048.0,9.9726,596.485,4.979,2776.61,12.0786,1.68332
1050.0,9.9873,600.729,5.033,2674.642,11.6335,1.66995
1052.0,10.1195,600.376,4.971,2601.782,12.1816,1.68364
1054.0,10.0381,600.309,4.921,2817.57,11.7343,1.68385
1056.0,9.9645,596.956,4.94,2778.902,12.1794,1.66007
1058.0,10.027,596.672,4.993,2797.372,12.1253,1.69398
1060.0,10.0766,599.828,4.968,2851.031,12.1894,1.69434
1062.0,10.0496,599.688,5.072,2728.335,11.8428,1.66733
1064.0,10.0599,599.662,5.057,2888.469,12.183,1.67844
1066.0,10.0258,599.227,5.024,2718.06,11.4976,1.68438
1068.0,9.9709,598.859,5.047,2795.357,12.0807,1.6818
1070.0,10.0574,601.764,5.064,2711.238,12.1236,1.66182
1072.0,10.0154,600.446,4.969,2638.482,11.8752,1.67399
1074.0,9.897,600.809,5.019,2723.101,11.8768,1.67176
1076.0,9.9626,598.992,5.059,2808.372,11.9474,1.68304
1078.0,9.9978,599.609,5.035,2559.206,12.0097,1.67475
1080.0,10.0557,600.846,5.014,2845.094,12.0058,1.63894
1082.0,9.9791,599.26,5.026,2756.063,12.182,1.66555
1084.0,10.0169,601.494,5.026,2741.96,12.348,1.68385
1086.0,10.0353,598.857,5.025,2859.38,11.9538,1.64664
1088.0,9.9289,598.626,4.987,2775.65,11.6542,1.69444
1090.0,10.0562,601.676,4.978,2652.703,11.8417,1.68768
1092.0,9.9852,598.325,4.983,2870.962,11.8478,1.65992
1094.0,9.9919,598.396,4.988,2898.979,12.172,1.71015
1096.0,10.0003,600.925,4.853,2774.94,12.3412,1.67112
1098.0,9.9132,599.597,4.985,2650.655,11.8991,1.68726
1100.0,10.0004,598.558,5.041,2678.952,11.9063,1.65469
1102.0,9.9611,601.05,5.042,2821.782,12.1676,1.66755
1104.0,10.021,599.524,5.028,2730.137,11.9071,1.66961
1106.0,10.0025,601.699,5.031,2733.494,11.8236,1.68925
1108.0,9.9598,600.227,4.998,2828.922,12.1708,1.68087
1110.0,10.0156,601.153,4.986,2778.154,12.5301,1.68606
1112.0,9.9416,600.213,5.01,2896.701,11.7028,1.66702
1114.0,10.0294,599.763,4.953,2718.561,11.975,1.68874
1116.0,10.0082,597.425,5.04,2716.326,12.1355,1.69923
1118.0,9.9692,596.913,5.054,2625.473,12.1793,1.65628
1120.0,10.0566,598.905,4.986,2866.78,11.9421,1.64642
1122.0,9.9674,599.729,5.042,2837.694,12.4337,1.67103
1124.0,9.9838,598.363,4.972,2692.754,11.6751,1.68181
1126.0,9.9627,603.576,5.015,2690.982,12.0977,1.69401
1128.0,10.0114,597.394,5.0,2713.664,11.9978,1.70045
1130.0,10.0061,599.289,4.959,2823.741,12.0968,1.68935
1132.0,9.9541,604.45,4.969,2781.776,11.7933,1.67455
1134.0,10.0013,601.097,5.04,2675.87,11.8638,1.67276
1136.0,10.0561,599.22,5.003,2855.497,12.0383,1.67865
1138.0,10.0034,597.471,4.995,2768.356,12.251,1.67794
1140.0,9.9328,600.923,5.068,2743.326,11.7378,1.68576
1142.0,10.0488,597.467,4.984,2916.518,11.549,1.67405
1144.0,10.0403,600.559,5.068,2815.49,11.9737,1.68552
1146.0,9.9783,602.069,4.909,2819.575,11.6172,1.66604
1148.0,9.9561,599.549,4.889,2830.153,11.9111,1.67359
1150.0,10.0161,599.587,4.987,2708.767,12.1503,1.69668
1152.0,10.0528,599.758,5.019,2681.868,11.6101,1.68093
1154.0,9.9593,599.715,5.077,2598.015,11.9631,1.70807
1156.0,10.0046,601.783,5.019,2767.266,11.8098,1.66174
1158.0,9.9489,600.277,5.006,2833.232,12.216,1.69313
1160.0,9.9442,600.81,4.865,2814.637,11.7543,1.64007
1162.0,10.0308,600.949,5.059,2742.024,11.4999,1.6836
1164.0,9.9758,600.424,4.956,2730.418,11.5719,1.69213
1166.0,9.9749,600.907,5.088,2794.524,11.9371,1.67887
1168.0,9.8954,599.605,4.915,2797.789,11.9074,1.70568
1170.0,9.9973,603.795,4.944,2736.308,11.7785,1.66416
1172.0,10.1061,599.645,4.979,2797.642,12.0313,1.68529
1174.0,9.9996,596.573,4.993,2771.726,11.5487,1.7123
1176.0,10.0868,601.331,4.976,2800.934,11.7884,1.69476
1178.0,10.0188,602.188,4.972,2771.427,12.1097,1.64917
1180.0,10.0173,598.755,5.064,2724.286,11.9621,1.68116
1182.0,10.0769,599.648,5.04,2646.025,12.1519,1.65931
1184.0,10.0114,601.204,4.958,2778.406,11.8284,1.68656
1186.0,10.0512,599.619,5.101,2753.204,11.8139,1.67403
1188.0,10.005,600.037,4.915,2780.235,12.0715,1.67294
1190.0,10.0281,596.875,4.889,2837.961,11.8844,1.69439
1192.0,9.9853,599.456,5.046,2787.801,12.4104,1.6939
1194.0,9.967,600.822,4.982,2699.308,11.8992,1.67576
1196.0,9.99,600.263,5.022,2749.983,11.6741,1.66681
1198.0,9.9851,602.755,4.975,2785.44,11.9195,1.676
1200.0,9.9497,601.39,4.962,2734.659,12.4031,1.63482
1202.0,9.9743,601.115,5.046,2786.112,11.9359,1.66894
1204.0,9.9433,598.913,4.992,2906.93,12.1748,1.66455
1206.0,9.9293,596.663,5.0,2658.412,12.4761,1.67677
1208.0,10.0172,598.085,4.964,2713.22,11.9378,1.67392
1210.0,9.958,599.976,5.031,2764.021,12.3765,1.68856
1212.0,9.9328,600.289,4.969,2905.739,12.1996,1.68915
1214.0,10.0285,599.367,4.967,2862.371,12.0626,1.69062
1216.0,10.0307,597.558,5.142,2629.27,11.7159,1.69511
1218.0,9.9093,602.182,5.043,2764.29,11.7605,1.68934
1220.0,9.8723,601.789,4.939,2850.89,12.1244,1.64849
1222.0,10.0384,598.811,4.958,2873.481,11.8181,1.69894
1224.0,10.0472,599.758,4.899,2734.128,12.0741,1.66941
1226.0,9.965,599.932,5.0,2686.961,12.0603,1.69024
1228.0,9.8522,597.729,4.953,2785.739,11.7201,1.67075
1230.0,10.0147,594.384,4.964,2764.891,11.6891,1.70949
1232.0,9.9802,603.204,5.063,2860.042,11.8089,1.65416
1234.0,9.9718,599.385,5.017,2867.61,12.2445,1.68909
1236.0,9.9889,599.802,4.943,2647.073,12.041,1.69572
1238.0,10.0332,596.407,4.993,2866.628,11.6219,1.69876
1240.0,9.9383,602.423,5.041,2783.044,12.3338,1.6766
1242.0,10.0085,597.352,4.956,2868.415,11.9323,1.66941
1244.0,10.0592,600.683,5.033,2688.109,11.5648,1.70212
1246.0,9.9034,596.524,5.068,2907.078,11.9942,1.69429
1248.0,9.9478,595.843,5.02,2879.531,11.9854,1.67585
1250.0,9.9539,600.214,5.021,2728.821,12.0171,1.67478
1252.0,10.1263,599.355,4.995,2770.613,12.2022,1.6497
1254.0,9.9264,601.523,4.907,2685.602,12.1896,1.69327
1256.0,9.9739,599.828,5.005,2712.318,11.4724,1.67961
1258.0,10.005,602.479,5.086,2784.323,12.1068,1.67787
1260.0,10.0597,603.93,5.063,2803.644,12.2266,1.65757
1262.0,10.0341,598.69,5.031,2701.243,11.5616,1.70301
1264.0,9.8907,600.753,5.004,2690.76,12.4341,1.70756
1266.0,9.9859,600.956,5.051,2756.653,12.1026,1.71464
1268.0,10.0133,596.983,4.934,2806.803,11.9784,1.67217
1270.0,9.9735,597.541,5.005,2808.765,11.9519,1.66123
1272.0,10.0038,600.645,5.005,2740.279,12.3399,1.69897
1274.0,10.0142,600.43,4.963,2753.708,12.2062,1.6726
1276.0,9.9696,599.432,4.945,2737.998,11.8077,1.66597
1278.0,10.0276,596.381,4.986,2780.549,12.1896,1.67679
1280.0,10.0043,600.151,4.978,2850.63,12.4604,1.6804
1282.0,9.9378,599.966,4.983,2939.653,12.0105,1.65147
1284.0,9.981,599.92,5.019,2830.461,11.7536,1.69676
1286.0,9.9171,599.236,4.976,2687.92,11.8589,1.69755
1288.0,9.947,597.271,4.96,2969.469,12.3612,1.65078
1290.0,10.0228,601.391,5.095,2781.993,11.8735,1.69012
1292.0,10.0105,601.117,4.995,2727.307,11.6038,1.65135
1294.0,9.9836,597.897,5.009,2705.269,12.4466,1.67261
1296.0,9.9093,600.585,5.032,2823.325,11.5974,1.69802
1298.0,10.0393,601.607,5.065,2707.978,11.624,1.67495
1300.0,10.0253,600.537,4.92,2741.368,12.0655,1.6745
1302.0,9.9648,601.989,4.978,2770.507,11.6522,1.67274
1304.0,9.9827,604.167,5.007,2745.383,12.4757,1.67521
1306.0,9.9912,598.006,5.014,2657.98,12.3801,1.68352
1308.0,10.0648,600.301,5.015,2848.559,11.8962,1.67318
1310.0,9.8869,599.858,5.009,2785.18,12.1773,1.68222
1312.0,10.0278,603.447,4.958,2793.884,11.9277,1.67514
1314.0,9.892,600.184,4.967,2857.278,12.005,1.66208
1316.0,10.0091,599.686,5.039,2671.338,11.8492,1.66675
1318.0,10.0338,598.264,5.025,2831.731,11.7305,1.64615
1320.0,9.9929,602.525,5.125,2714.558,12.1192,1.66584
1322.0,10.0014,600.943,5.009,2818.108,12.0689,1.6614
1324.0,9.9751,599.191,4.992,2782.912,12.1327,1.66911
1326.0,10.0407,599.597,5.034,2653.577,12.2519,1.69943
1328.0,9.9013,597.408,5.104,3019.96,12.0078,1.65196
1330.0,10.0003,599.424,5.008,2718.743,12.3389,1.68982
1332.0,9.964,598.971,4.958,2701.931,11.687,1.70295
1334.0,10.0975,599.736,5.068,2853.843,12.2706,1.69078
1336.0,10.0275,598.214,5.03,2718.96,11.8779,1.68176
1338.0,10.1159,599.154,5.12,2821.778,11.8756,1.66908
1340.0,10.0848,598.921,5.024,2745.632,11.969,1.67625
1342.0,10.018,601.084,4.978,2649.463,11.8606,1.68559
1344.0,10.0179,597.871,4.969,2982.723,12.0755,1.68645
1346.0,9.9265,602.029,4.999,2674.385,11.6395,1.66915
1348.0,10.0046,598.053,4.999,2856.466,11.7897,1.6646
1350.0,10.0767,599.024,5.019,2760.072,11.7652,1.68535
1352.0,9.9848,600.171,5.012,2850.123,12.0586,1.69563
1354.0,10.0203,598.951,5.016,2643.394,12.4607,1.67777
1356.0,9.9522,601.444,5.077,2759.075,11.805,1.70455
1358.0,10.0025,600.851,5.043,2769.942,11.9306,1.70369
1360.0,9.9652,599.977,5.05,2768.475,12.4228,1.6777
1362.0,10.0284,601.982,4.91,2865.229,12.4693,1.69799
1364.0,10.0776,602.294,4.924,2760.096,12.0512,1.68346
1366.0,10.0209,598.849,4.953,2655.055,12.3867,1.68636
1368.0,9.953,599.976,5.028,2794.373,12.2011,1.68574
1370.0,9.8932,599.377,5.089,2816.628,11.9177,1.70536
1372.0,9.9882,602.075,4.948,2802.086,11.9946,1.70998
1374.0,10.0259,599.751,5.0,2854.831,12.1448,1.65116
1376.0,10.005,601.52,4.931,3006.479,12.3448,1.66974
1378.0,9.905,601.164,5.01,2721.064,11.6682,1.66747
1380.0,9.9696,601.436,5.021,2799.76,12.1484,1.69326
1382.0,10.0132,599.975,4.975,2909.197,11.9088,1.65179
1384.0,10.0421,601.221,5.044,2825.214,12.0935,1.69064
1386.0,9.9938,603.31,5.075,2796.546,11.9775,1.67519
1388.0,9.9543,601.091,4.948,2644.627,11.8502,1.66167
1390.0,10.0006,598.422,5.011,2785.627,11.9309,1.68118
1392.0,10.0096,601.76,5.014,2756.584,11.7344,1.69127
1394.0,9.9914,601.339,5.041,2762.208,11.7658,1.66509
1396.0,10.1602,600.687,5.081,2792.832,11.8617,1.64537
1398.0,10.0196,601.712,5.018,2747.349,12.1993,1.67122
1400.0,9.9139,599.974,5.025,2850.026,12.3534,1.69891
1402.0,9.9725,598.712,5.036,2669.408,12.5428,1.65304
1404.0,10.013,602.32,5.032,2774.535,12.281,1.68072
1406.0,10.0451,600.08,5.019,2697.304,12.0888,1.69526
1408.0,9.9888,602.087,5.012,2904.69,12.3337,1.67533
1410.0,10.0141,601.745,4.963,2665.612,11.886,1.67729
1412.0,9.9821,599.683,4.959,2867.765,11.8731,1.66457
1414.0,9.9795,597.211,5.162,2789.46,12.0954,1.65685
1416.0,9.9959,602.639,5.072,2876.178,12.3254,1.68098
1418.0,9.9342,596.254,5.035,2828.633,12.1514,1.66167
1420.0,10.0398,597.931,4.992,2804.199,12.0368,1.66785
1422.0,10.003,602.001,4.964,2673.014,12.2362,1.6691
1424.0,10.0144,598.119,4.977,2759.493,12.0468,1.70097
1426.0,10.0795,598.634,4.97,2825.944,12.0872,1.67354
1428.0,10.0382,598.68,5.04,2891.054,12.0665,1.65747
1430.0,9.9489,598.659,5.088,2863.973,12.0124,1.65455
1432.0,10.0556,596.909,4.96,2807.015,11.7233,1.66689
1434.0,9.9676,601.271,5.114,2943.033,11.2656,1.66721
1436.0,9.9359,599.485,5.045,2860.968,12.3493,1.69433
1438.0,9.9818,601.296,4.969,2770.885,12.1341,1.70387
1440.0,9.9519,601.462,4.987,2747.987,11.9807,1.68697
1442.0,10.0073,600.282,5.057,2934.161,12.0974,1.68873
1444.0,9.9418,600.819,4.9,2792.358,12.351,1.69064
1446.0,10.018,598.988,5.015,2907.354,12.0916,1.66449
1448.0,9.9554,601.969,4.988,2766.071,11.9895,1.69749
1450.0,9.9681,601.261,5.081,2846.07,12.1831,1.66651
1452.0,9.9358,598.645,4.98,2852.435,12.0566,1.65761
1454.0,9.9499,598.398,5.014,2729.854,11.9448,1.68917
1456.0,9.9972,599.038,4.91,2759.1,11.9531,1.65851
1458.0,9.9739,598.75,4.953,2677.846,12.1771,1.6645
1460.0,9.9409,600.861,4.98,2734.662,11.7378,1.69105
1462.0,10.0096,600.596,5.026,2863.522,11.91,1.71285
1464.0,10.1019,601.602,5.088,2839.529,11.8352,1.69149
1466.0,10.0308,600.857,5.038,2862.143,12.3506,1.69045
1468.0,9.982,602.488,5.02,2622.914,12.0458,1.6799
1470.0,9.9638,597.86,4.968,2736.211,11.831,1.6832
1472.0,9.9317,601.201,5.03,2844.633,11.9071,1.65322
1474.0,10.0458,599.98,4.982,2847.705,12.2861,1.67719
1476.0,10.0311,599.762,5.004,2836.671,11.8691,1.67829
1478.0,9.9934,599.23,4.894,2834.889,12.516,1.66061
1480.0,10.1123,600.174,5.065,2965.762,12.2017,1.65396
1482.0,10.066,599.773,4.961,2872.475,11.7317,1.67123
1484.0,10.1813,599.053,5.05,2717.063,12.313,1.71213
1486.0,9.9485,598.681,5.024,2919.592,12.0893,1.6808
1488.0,9.898,600.663,4.939,2885.107,12.1292,1.65355
1490.0,9.9438,601.563,5.041,2693.364,12.2134,1.68016
1492.0,9.9755,603.233,5.049,2937.219,11.7539,1.68124
1494.0,9.9806,599.383,4.981,2868.077,12.0279,1.69
1496.0,10.0134,598.471,5.024,2836.058,11.9017,1.68027
1498.0,10.0502,598.669,5.007,2796.432,11.8745,1.70069
1500.0,10.0646,600.542,5.041,2837.594,11.9215,1.71035
1502.0,10.0194,601.434,5.045,2769.281,12.5055,1.68708
1504.0,9.9931,603.867,5.005,2658.695,12.1668,1.69575
1506.0,9.922,596.992,5.004,2829.356,11.7133,1.68293
1508.0,9.9549,599.267,5.079,2858.788,11.9155,1.6324
1510.0,9.9672,604.717,5.057,2924.804,11.3419,1.68519
1512.0,10.0332,598.858,5.081,2844.369,11.4262,1.69506
1514.0,9.9568,601.175,4.963,2720.033,12.0589,1.66012
1516.0,9.9603,600.188,4.933,2691.59,12.4622,1.68066
1518.0,9.9657,601.05,4.923,2800.528,12.1895,1.68723
1520.0,9.9202,602.916,4.925,2771.816,11.8484,1.67634
1522.0,10.1303,600.401,4.932,2814.209,11.9193,1.66373
1524.0,10.0579,599.953,4.975,2767.114,12.175,1.69453
1526.0,10.0302,597.856,4.983,3007.901,12.2068,1.6931
1528.0,9.9916,597.411,4.881,2800.36,11.9284,1.67512
1530.0,9.9809,599.988,5.099,2820.668,11.8514,1.69531
1532.0,9.9206,596.004,4.988,2806.417,11.9595,1.68794
1534.0,9.9879,603.377,5.003,2824.211,12.0865,1.69265
1536.0,9.9699,599.244,5.132,2976.224,12.0171,1.64689
1538.0,9.945,604.238,4.937,2796.691,11.8363,1.65631
1540.0,10.0028,598.62,4.938,2725.281,12.0044,1.68309
1542.0,9.9768,599.506,4.971,2744.866,12.3402,1.665
1544.0,10.0029,598.364,4.995,2810.569,11.7963,1.65865
1546.0,10.0138,602.653,4.987,2761.599,12.3845,1.66468
1548.0,9.9076,597.709,5.041,2982.112,12.1448,1.68985
1550.0,9.9521,604.755,4.954,2884.247,11.8915,1.67477
1552.0,10.0064,602.542,5.029,2817.357,11.9527,1.68651
1554.0,9.9755,599.719,4.953,2875.46,12.6616,1.6771
1556.0,9.9493,599.341,4.977,2928.726,12.2455,1.6792
1558.0,9.8942,600.694,4.939,2804.132,12.3143,1.69063
1560.0,10.0174,601.955,5.101,2859.52,11.6838,1.68348
1562.0,9.9565,595.474,4.928,2848.797,12.3456,1.68785
1564.0,9.9067,598.499,4.926,2944.168,12.1707,1.67342
1566.0,10.0031,599.834,5.061,2801.073,12.0566,1.6879
1568.0,9.9413,601.546,4.946,2930.616,11.823,1.66975
1570.0,10.0833,602.873,5.027,2859.31,11.9489,1.67029
1572.0,10.0374,600.788,5.026,2780.237,12.0203,1.68037
1574.0,10.0241,600.395,4.945,2862.225,11.6645,1.68146
1576.0,9.9721,601.871,4.967,2826.73,12.0252,1.69642
1578.0,9.9312,599.162,5.023,2877.772,11.9165,1.70497
1580.0,10.0362,600.918,5.058,2770.745,12.3758,1.65855
1582.0,9.8811,600.3,4.898,2782.061,12.2892,1.66015
1584.0,10.0175,599.107,4.99,2906.404,12.6827,1.70492
1586.0,10.0113,598.353,4.962,2847.233,12.0396,1.66582
1588.0,10.033,599.506,5.018,2954.346,12.4841,1.70327
1590.0,10.0746,600.162,4.982,2717.227,12.4031,1.69472
1592.0,9.9589,602.259,4.974,2724.41,11.8826,1.65697
1594.0,9.8961,598.915,5.058,2820.283,12.1906,1.68972
1596.0,10.017,596.813,4.989,2821.408,12.0849,1.69019
1598.0,9.9279,600.184,4.967,2878.928,11.5572,1.69121
1600.0,9.9856,601.075,4.987,2927.871,12.2389,1.67586
1602.0,10.0189,600.982,5.016,3009.309,11.8797,1.68563
1604.0,9.9319,600.678,5.068,2909.305,11.9914,1.68377
1606.0,10.1079,599.198,5.047,2787.246,12.2193,1.6833
1608.0,10.0301,598.372,5.001,2861.675,12.1673,1.66752
1610.0,9.8997,598.783,5.027,2932.17,12.5109,1.68112
1612.0,9.9517,600.846,5.047,2934.086,12.1204,1.67584
1614.0,10.084,601.266,4.983,3005.201,11.902,1.68657
1616.0,10.0048,601.68,5.078,2996.243,12.2666,1.68129
1618.0,10.071,603.243,5.073,2945.047,11.8431,1.67727
1620.0,10.1512,602.122,4.999,3012.084,12.0074,1.67261
1622.0,9.9407,600.585,4.969,2877.388,12.4432,1.67305
1624.0,10.043,598.124,5.075,2891.944,12.305,1.62949
1626.0,10.001,600.132,4.986,2863.682,12.0462,1.64715
1628.0,10.0474,599.287,4.959,2830.003,12.0926,1.69053
1630.0,10.0284,600.199,4.995,2908.263,11.9953,1.62913
1632.0,10.0744,601.332,4.943,2874.099,12.2517,1.67364
1634.0,9.9706,601.648,4.956,2855.744,12.1212,1.64848
1636.0,10.0346,600.774,5.052,2853.183,12.2106,1.67804
1638.0,10.0337,597.742,4.98,2816.002,12.0521,1.69364
1640.0,10.0067,600.0,5.024,3043.1,12.0929,1.69569
1642.0,9.9111,599.684,4.973,2747.016,12.1966,1.64966
1644.0,10.0074,603.491,4.963,2700.915,12.0535,1.67468
1646.0,9.9966,604.896,5.018,2889.811,11.7871,1.66527
1648.0,10.0881,600.232,5.018,2884.937,11.9957,1.66401
1650.0,9.9994,597.383,5.077,2850.494,12.1169,1.69616
1652.0,9.9302,602.604,5.039,2652.378,11.9029,1.68017
1654.0,10.0151,597.9,4.957,2841.243,12.2512,1.66486
1656.0,10.0918,602.222,4.989,2837.92,11.9471,1.67045
1658.0,10.001,600.141,5.074,2761.42,12.223,1.67595
1660.0,9.9831,599.085,4.94,2847.684,12.361,1.68655
1662.0,9.9569,602.713,5.037,2799.697,11.867,1.64987
1664.0,9.9905,600.404,5.006,2845.307,12.2426,1.66393
1666.0,10.0376,598.115,4.935,3019.636,12.6339,1.72014
1668.0,9.9509,599.636,4.92,2938.554,12.3735,1.6718
1670.0,10.0389,602.734,4.92,2786.465,11.9924,1.68375
1672.0,10.1,601.051,4.927,3026.177,12.158,1.68974
1674.0,9.9586,600.66,4.959,2911.972,12.2809,1.6761
1676.0,10.0167,597.604,4.915,2828.613,12.2319,1.69905
1678.0,9.991,599.526,4.958,2945.74,12.128,1.6828
1680.0,10.0463,598.432,4.945,2904.426,11.941,1.65375
1682.0,9.967,597.053,5.046,2828.019,12.1432,1.67812
1684.0,10.0449,600.663,4.96,3051.509,12.341,1.69157
1686.0,9.9794,602.232,4.975,2979.517,11.7309,1.69994
1688.0,10.0281,598.848,4.981,2933.489,12.1515,1.6771
1690.0,10.021,598.71,4.921,2899.757,12.2708,1.65151
1692.0,10.0105,597.093,4.936,2838.973,12.3674,1.67488
1694.0,10.0113,603.571,4.991,2765.079,12.2643,1.67166
1696.0,9.9868,602.609,4.915,2731.869,11.5859,1.67352
1698.0,9.9885,600.816,5.005,2880.54,11.823,1.68962
1700.0,9.9387,600.648,4.986,2728.099,12.2802,1.68743
1702.0,10.0437,599.866,5.032,2882.797,12.1024,1.66513
1704.0,10.0351,600.346,4.952,2857.441,12.3242,1.67226
1706.0,9.9944,599.795,4.964,2845.4,12.0329,1.6719
1708.0,10.0033,600.84,5.045,2882.951,12.2549,1.6479
1710.0,9.9383,602.262,4.968,2913.422,12.266,1.67331
1712.0,10.0772,600.361,5.083,2790.396,11.8484,1.66446
1714.0,10.028,602.268,4.951,3003.729,12.1108,1.66831
1716.0,9.9889,599.141,4.949,2929.038,11.9041,1.69644
1718.0,10.0439,601.922,4.977,2802.199,11.607,1.65475
1720.0,10.0178,599.86,4.981,2851.883,12.0537,1.66321
1722.0,9.8899,599.794,5.078,2820.933,11.687,1.65517
1724.0,9.9799,599.751,5.039,2930.883,11.5632,1.65469
